sex_city_sex,sex_city_city,sex_city_count,sex_city_year
남자,서울,23929400.0,2017
여자,서울,7887008.0,2017
남자,부산,9972255.0,2017
여자,부산,3257898.0,2017
남자,대구,9061983.0,2017
여자,대구,3008220.0,2017
남자,인천,9243787.0,2017
여자,인천,3136066.0,2017
남자,광주,4949924.0,2017
여자,광주,1848270.0,2017
남자,대전,5261921.0,2017
여자,대전,1873366.0,2017
남자,울산,4714979.0,2017
여자,울산,1285866.0,2017
남자,세종,1012024.0,2017
여자,세종,355695.0,2017
남자,경기,42386836.0,2017
여자,경기,14402678.0,2017
남자,충북,6106307.0,2017
여자,충북,2057481.0,2017
남자,충남,6399355.0,2017
여자,충남,2058505.0,2017
남자,전남,8729633.0,2017
여자,전남,2667920.0,2017
남자,경북,7119933.0,2017
여자,경북,2387677.0,2017
남자,경남,7446341.0,2017
여자,경남,2259688.0,2017
남자,제주,11735762.0,2017
여자,제주,3410252.0,2017
남자,강원,13139516.0,2017
여자,강원,4095880.0,2017
남자,전북,2608035.0,2017
여자,전북,1068556.0,2017
남자,서울,23973084.78,2018
여자,서울,8012976.0,2018
남자,부산,10052813.0,2018
여자,부산,3331338.0,2018
남자,대구,9199608.0,2018
여자,대구,3108661.0,2018
남자,인천,9451343.0,2018
여자,인천,3265853.0,2018
남자,광주,5043527.0,2018
여자,광주,1923871.0,2018
남자,대전,5307073.0,2018
여자,대전,1922207.0,2018
남자,울산,4792135.0,2018
여자,울산,1323520.0,2018
남자,세종,1177199.0,2018
여자,세종,423938.0,2018
남자,경기,44012366.0,2018
여자,경기,15226983.0,2018
남자,충북,6261490.0,2018
여자,충북,2149824.0,2018
남자,충남,6584325.0,2018
여자,충남,2155815.0,2018
남자,전남,9019589.0,2018
여자,전남,2807901.0,2018
남자,경북,7264598.0,2018
여자,경북,2474942.0,2018
남자,경남,7644024.0,2018
여자,경남,2360963.0,2018
남자,제주,11974156.0,2018
여자,제주,3547526.0,2018
남자,강원,13442687.0,2018
여자,강원,4266041.0,2018
남자,전북,2707772.0,2018
여자,전북,1131151.0,2018
남자,서울,23903649.0,2019
여자,서울,8101870.0,2019
남자,부산,10074707.0,2019
여자,부산,3389222.0,2019
남자,대구,9254337.0,2019
여자,대구,3183695.0,2019
남자,인천,9597908.0,2019
여자,인천,3374892.0,2019
남자,광주,5146254.0,2019
여자,광주,2005823.0,2019
남자,대전,5339897.0,2019
여자,대전,1962571.0,2019
남자,울산,4843417.0,2019
여자,울산,1356217.0,2019
남자,세종,1309564.0,2019
여자,세종,479480.0,2019
남자,경기,45346849.0,2019
여자,경기,15962191.0,2019
남자,충북,6383134.0,2019
여자,충북,2231965.0,2019
남자,충남,6750285.0,2019
여자,충남,2244938.0,2019
남자,전남,9235376.0,2019
여자,전남,2922524.0,2019
남자,경북,7362673.0,2019
여자,경북,2554448.0,2019
남자,경남,7809832.0,2019
여자,경남,2448544.0,2019
남자,제주,12166728.0,2019
여자,제주,3666786.0,2019
남자,강원,13657706.0,2019
여자,강원,4410960.0,2019
남자,전북,2759443.0,2019
여자,전북,1181153.0,2019
남자,서울,23966528.0,2020
여자,서울,8240672.0,2020
남자,부산,10141110.0,2020
여자,부산,3470704.0,2020
남자,대구,9285656.0,2020
여자,대구,3260318.0,2020
남자,인천,9719550.0,2020
여자,인천,3469312.0,2020
남자,광주,5236168.0,2020
여자,광주,2085742.0,2020
남자,대전,5391290.0,2020
여자,대전,2011641.0,2020
남자,울산,4904125.0,2020
여자,울산,1390436.0,2020
남자,세종,1407460.0,2020
여자,세종,522622.0,2020
남자,경기,46700752.0,2020
여자,경기,16697502.0,2020
남자,충북,6521940.0,2020
여자,충북,2323992.0,2020
남자,충남,6893346.0,2020
여자,충남,2332614.0,2020
남자,전남,9415619.0,2020
여자,전남,3032909.0,2020
남자,경북,7443799.0,2020
여자,경북,2632698.0,2020
남자,경남,7965367.0,2020
여자,경남,2538116.0,2020
남자,제주,12329568.0,2020
여자,제주,3781908.0,2020
남자,강원,13858755.0,2020
여자,강원,4560828.0,2020
남자,전북,2776385.0,2020
여자,전북,1214272.0,2020
남자,서울,22068541.0,2021
여자,서울,7685118.0,2021
남자,부산,9405260.0,2021
여자,부산,3273235.0,2021
남자,대구,8534747.0,2021
여자,대구,3062356.0,2021
남자,인천,9068153.0,2021
여자,인천,3288368.0,2021
남자,광주,4854179.0,2021
여자,광주,1975302.0,2021
남자,대전,4976785.0,2021
여자,대전,1891910.0,2021
남자,울산,4542489.0,2021
여자,울산,1304800.0,2021
남자,세종,1369772.0,2021
여자,세종,515811.0,2021
남자,경기,44283088.0,2021
여자,경기,16070806.0,2021
남자,충북,6107100.0,2021
여자,충북,2220953.0,2021
남자,충남,6451940.0,2021
여자,충남,2229643.0,2021
남자,전남,8796829.0,2021
여자,전남,2891873.0,2021
남자,경북,6915886.0,2021
여자,경북,2489198.0,2021
남자,경남,7445856.0,2021
여자,경남,2419031.0,2021
남자,제주,11470858.0,2021
여자,제주,3591128.0,2021
남자,강원,12873099.0,2021
여자,강원,4320484.0,2021
남자,전북,2574220.0,2021
여자,전북,1150467.0,2021
남자,서울,24093728.78,2022
여자,서울,8509084.0,2022
남자,부산,10322293.0,2022
여자,부산,3645397.0,2022
남자,대구,9333862.0,2022
여자,대구,3407739.0,2022
남자,인천,10134505.0,2022
여자,인천,3733124.0,2022
남자,광주,5344053.0,2022
여자,광주,2223217.0,2022
남자,대전,5469081.0,2022
여자,대전,2110644.0,2022
남자,울산,4980227.0,2022
여자,울산,1462634.0,2022
남자,세종,1571881.0,2022
여자,세종,603089.0,2022
남자,경기,49559615.0,2022
여자,경기,18232991.0,2022
남자,충북,6793306.0,2022
여자,충북,2523027.0,2022
남자,충남,7186664.0,2022
여자,충남,2532963.0,2022
남자,전남,9786247.0,2022
여자,전남,3285096.0,2022
남자,경북,7643801.0,2022
여자,경북,2797692.0,2022
남자,경남,8253232.0,2022
여자,경남,2730810.0,2022
남자,제주,12651454.0,2022
여자,제주,4036166.0,2022
남자,강원,14194153.0,2022
여자,강원,4854261.0,2022
남자,전북,2852618.0,2022
여자,전북,1300021.0,2022
남자,서울,24142357.0,2023
여자,서울,8624982.0,2023
남자,부산,10377091.0,2023
여자,부산,3715290.0,2023
남자,대구,9469609.0,2023
여자,대구,3508011.0,2023
남자,인천,10401536.0,2023
여자,인천,3887129.0,2023
남자,광주,5408267.0,2023
여자,광주,2287196.0,2023
남자,대전,5533426.0,2023
여자,대전,2166087.0,2023
남자,울산,5044845.0,2023
여자,울산,1504985.0,2023
남자,세종,1608792.0,2023
여자,세종,627704.0,2023
남자,경기,50603094.0,2023
여자,경기,18839461.0,2023
남자,충북,6917145.0,2023
여자,충북,2610774.0,2023
남자,충남,7350861.0,2023
여자,충남,2630942.0,2023
남자,전남,10040386.0,2023
여자,전남,3427983.0,2023
남자,경북,7773972.0,2023
여자,경북,2890466.0,2023
남자,경남,8432979.0,2023
여자,경남,2836180.0,2023
남자,제주,12753363.0,2023
여자,제주,4138675.0,2023
남자,강원,14394535.0,2023
여자,강원,4992575.0,2023
남자,전북,2881898.0,2023
여자,전북,1331723.0,2023
남자,서울,24116563.0,2024
여자,서울,8689384.0,2024
남자,부산,10408961.0,2024
여자,부산,3761372.0,2024
남자,대구,9590904.0,2024
여자,대구,3587437.0,2024
남자,인천,10626985.0,2024
여자,인천,4019122.0,2024
남자,광주,5449261.0,2024
여자,광주,2337469.0,2024
남자,대전,5561936.0,2024
여자,대전,2205418.0,2024
남자,울산,5102193.0,2024
여자,울산,1540669.0,2024
남자,세종,1630969.0,2024
여자,세종,644606.0,2024
남자,경기,51407950.0,2024
여자,경기,19352864.0,2024
남자,충북,6973648.0,2024
여자,충북,2670479.0,2024
남자,충남,7461086.0,2024
여자,충남,2708051.0,2024
남자,전남,10260670.0,2024
여자,전남,3551428.0,2024
남자,경북,7861630.0,2024
여자,경북,2963529.0,2024
남자,경남,8556847.0,2024
여자,경남,2919108.0,2024
남자,제주,12807397.0,2024
여자,제주,4219474.0,2024
남자,강원,14541641.0,2024
여자,강원,5110842.0,2024
남자,전북,2878501.0,2024
여자,전북,1349828.0,2024
남자,서울,12025720.0,2025
여자,서울,4358688.0,2025
남자,부산,5206941.0,2025
여자,부산,1891597.0,2025
남자,대구,4803995.0,2025
여자,대구,1814400.0,2025
남자,인천,5377099.0,2025
여자,인천,2045399.0,2025
남자,광주,2727551.0,2025
여자,광주,1182605.0,2025
남자,대전,2792779.0,2025
여자,대전,1118793.0,2025
남자,울산,2565226.0,2025
여자,울산,782327.0,2025
남자,세종,824476.0,2025
여자,세종,329459.0,2025
남자,경기,25940689.0,2025
여자,경기,9846302.0,2025
남자,충북,3497988.0,2025
여자,충북,1355087.0,2025
남자,충남,3770433.0,2025
여자,충남,1384460.0,2025
남자,전남,5185210.0,2025
여자,전남,1817347.0,2025
남자,경북,3955930.0,2025
여자,경북,1505160.0,2025
남자,경남,4320213.0,2025
여자,경남,1494633.0,2025
남자,제주,6430967.0,2025
여자,제주,2146424.0,2025
남자,강원,7317199.0,2025
여자,강원,2598717.0,2025
남자,전북,1432374.0,2025
여자,전북,682454.0,2025
